name,in_sdl,funclike,header,usable,selected,stage,cause,also_contains,depends_on,unexpected,body,root_cause
SDL_HINT_RENDER_VSYNC,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_RENDER_VSYNC""",-
SDL_HINT_RENDER_VULKAN_DEBUG,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_RENDER_VULKAN_DEBUG""",-
SDL_HINT_RETURN_KEY_HIDES_IME,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_RETURN_KEY_HIDES_IME""",-
SDL_HINT_ROG_GAMEPAD_MICE,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_ROG_GAMEPAD_MICE""",-
SDL_HINT_ROG_GAMEPAD_MICE_EXCLUDED,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_ROG_GAMEPAD_MICE_EXCLUDED""",-
SDL_HINT_RPI_VIDEO_LAYER,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_RPI_VIDEO_LAYER""",-
SDL_HINT_SCREENSAVER_INHIBIT_ACTIVITY_NAME,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_SCREENSAVER_INHIBIT_ACTIVITY_NAME""",-
SDL_HINT_SHUTDOWN_DBUS_ON_QUIT,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_SHUTDOWN_DBUS_ON_QUIT""",-
SDL_HINT_STORAGE_TITLE_DRIVER,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_STORAGE_TITLE_DRIVER""",-
SDL_HINT_STORAGE_USER_DRIVER,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_STORAGE_USER_DRIVER""",-
SDL_HINT_THREAD_FORCE_REALTIME_TIME_CRITICAL,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_THREAD_FORCE_REALTIME_TIME_CRITICAL""",-
SDL_HINT_THREAD_PRIORITY_POLICY,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_THREAD_PRIORITY_POLICY""",-
SDL_HINT_TIMER_RESOLUTION,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_TIMER_RESOLUTION""",-
SDL_HINT_TOUCH_MOUSE_EVENTS,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_TOUCH_MOUSE_EVENTS""",-
SDL_HINT_TRACKPAD_IS_TOUCH_ONLY,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_TRACKPAD_IS_TOUCH_ONLY""",-
SDL_HINT_TV_REMOTE_AS_JOYSTICK,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_TV_REMOTE_AS_JOYSTICK""",-
SDL_HINT_VIDEO_ALLOW_SCREENSAVER,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_ALLOW_SCREENSAVER""",-
SDL_HINT_VIDEO_DISPLAY_PRIORITY,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_DISPLAY_PRIORITY""",-
SDL_HINT_VIDEO_DOUBLE_BUFFER,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_DOUBLE_BUFFER""",-
SDL_HINT_VIDEO_DRIVER,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_DRIVER""",-
SDL_HINT_VIDEO_DUMMY_SAVE_FRAMES,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_DUMMY_SAVE_FRAMES""",-
SDL_HINT_VIDEO_EGL_ALLOW_GETDISPLAY_FALLBACK,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_EGL_ALLOW_GETDISPLAY_FALLBACK""",-
SDL_HINT_VIDEO_FORCE_EGL,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_FORCE_EGL""",-
SDL_HINT_VIDEO_MAC_FULLSCREEN_MENU_VISIBILITY,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_MAC_FULLSCREEN_MENU_VISIBILITY""",-
SDL_HINT_VIDEO_MAC_FULLSCREEN_SPACES,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_MAC_FULLSCREEN_SPACES""",-
SDL_HINT_VIDEO_MATCH_EXCLUSIVE_MODE_ON_MOVE,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_MATCH_EXCLUSIVE_MODE_ON_MOVE""",-
SDL_HINT_VIDEO_METAL_AUTO_RESIZE_DRAWABLE,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_METAL_AUTO_RESIZE_DRAWABLE""",-
SDL_HINT_VIDEO_MINIMIZE_ON_FOCUS_LOSS,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_MINIMIZE_ON_FOCUS_LOSS""",-
SDL_HINT_VIDEO_OFFSCREEN_SAVE_FRAMES,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_OFFSCREEN_SAVE_FRAMES""",-
SDL_HINT_VIDEO_SYNC_WINDOW_OPERATIONS,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_SYNC_WINDOW_OPERATIONS""",-
SDL_HINT_VIDEO_WAYLAND_ALLOW_LIBDECOR,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_WAYLAND_ALLOW_LIBDECOR""",-
SDL_HINT_VIDEO_WAYLAND_MODE_EMULATION,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_WAYLAND_MODE_EMULATION""",-
SDL_HINT_VIDEO_WAYLAND_MODE_SCALING,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_WAYLAND_MODE_SCALING""",-
SDL_HINT_VIDEO_WAYLAND_PREFER_LIBDECOR,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_WAYLAND_PREFER_LIBDECOR""",-
SDL_HINT_VIDEO_WAYLAND_SCALE_TO_DISPLAY,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_WAYLAND_SCALE_TO_DISPLAY""",-
SDL_HINT_VIDEO_WIN_D3DCOMPILER,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_WIN_D3DCOMPILER""",-
SDL_HINT_VIDEO_X11_ENABLE_XSYNC_EXT,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_X11_ENABLE_XSYNC_EXT""",-
SDL_HINT_VIDEO_X11_EXTERNAL_WINDOW_INPUT,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_X11_EXTERNAL_WINDOW_INPUT""",-
SDL_HINT_VIDEO_X11_NET_WM_BYPASS_COMPOSITOR,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_X11_NET_WM_BYPASS_COMPOSITOR""",-
SDL_HINT_VIDEO_X11_NET_WM_PING,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_X11_NET_WM_PING""",-
SDL_HINT_VIDEO_X11_NODIRECTCOLOR,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_X11_NODIRECTCOLOR""",-
SDL_HINT_VIDEO_X11_SCALING_FACTOR,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_X11_SCALING_FACTOR""",-
SDL_HINT_VIDEO_X11_VISUALID,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_X11_VISUALID""",-
SDL_HINT_VIDEO_X11_WINDOW_VISUALID,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_X11_WINDOW_VISUALID""",-
SDL_HINT_VIDEO_X11_XRANDR,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VIDEO_X11_XRANDR""",-
SDL_HINT_VISIONOS_HDR_HEADROOM_UI,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VISIONOS_HDR_HEADROOM_UI""",-
SDL_HINT_VITA_ENABLE_BACK_TOUCH,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VITA_ENABLE_BACK_TOUCH""",-
SDL_HINT_VITA_ENABLE_FRONT_TOUCH,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VITA_ENABLE_FRONT_TOUCH""",-
SDL_HINT_VITA_MODULE_PATH,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VITA_MODULE_PATH""",-
SDL_HINT_VITA_PVR_INIT,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VITA_PVR_INIT""",-
SDL_HINT_VITA_PVR_OPENGL,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VITA_PVR_OPENGL""",-
SDL_HINT_VITA_RESOLUTION,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VITA_RESOLUTION""",-
SDL_HINT_VITA_TOUCH_MOUSE_DEVICE,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VITA_TOUCH_MOUSE_DEVICE""",-
SDL_HINT_VULKAN_DISPLAY,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VULKAN_DISPLAY""",-
SDL_HINT_VULKAN_LIBRARY,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_VULKAN_LIBRARY""",-
SDL_HINT_WAVE_CHUNK_LIMIT,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_WAVE_CHUNK_LIMIT""",-
SDL_HINT_WAVE_FACT_CHUNK,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_WAVE_FACT_CHUNK""",-
SDL_HINT_WAVE_RIFF_CHUNK_SIZE,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_WAVE_RIFF_CHUNK_SIZE""",-
SDL_HINT_WAVE_TRUNCATION,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_WAVE_TRUNCATION""",-
SDL_HINT_WINDOWS_CLOSE_ON_ALT_F4,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_WINDOWS_CLOSE_ON_ALT_F4""",-
SDL_HINT_WINDOWS_ENABLE_MENU_MNEMONICS,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_WINDOWS_ENABLE_MENU_MNEMONICS""",-
SDL_HINT_WINDOWS_ENABLE_MESSAGELOOP,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_WINDOWS_ENABLE_MESSAGELOOP""",-
SDL_HINT_WINDOWS_ERASE_BACKGROUND_MODE,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_WINDOWS_ERASE_BACKGROUND_MODE""",-
SDL_HINT_WINDOWS_FORCE_MUTEX_CRITICAL_SECTIONS,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HINT_WINDOWS_FORCE_MUTEX_CRITICAL_SECTIONS_deprecated_remove_this_line,,SDL_HINT_WINDOWS_FORCE_MUTEX_CRITICAL_SECTIONS_deprecated_remove_this_line,sdl2-compat-sentinel
SDL_HINT_WINDOWS_FORCE_SEMAPHORE_KERNEL,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_WINDOWS_FORCE_SEMAPHORE_KERNEL""",-
SDL_HINT_WINDOWS_GAMEINPUT,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_WINDOWS_GAMEINPUT""",-
SDL_HINT_WINDOWS_INTRESOURCE_ICON,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_WINDOWS_INTRESOURCE_ICON""",-
SDL_HINT_WINDOWS_INTRESOURCE_ICON_SMALL,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_WINDOWS_INTRESOURCE_ICON_SMALL""",-
SDL_HINT_WINDOWS_RAW_KEYBOARD,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_WINDOWS_RAW_KEYBOARD""",-
SDL_HINT_WINDOWS_RAW_KEYBOARD_EXCLUDE_HOTKEYS,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_WINDOWS_RAW_KEYBOARD_EXCLUDE_HOTKEYS""",-
SDL_HINT_WINDOWS_RAW_KEYBOARD_INPUTSINK,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_WINDOWS_RAW_KEYBOARD_INPUTSINK""",-
SDL_HINT_WINDOWS_RAW_MOUSE_NOLEGACY,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_WINDOWS_RAW_MOUSE_NOLEGACY""",-
SDL_HINT_WINDOWS_USE_D3D9EX,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_WINDOWS_USE_D3D9EX""",-
SDL_HINT_WINDOW_ACTIVATE_WHEN_RAISED,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_WINDOW_ACTIVATE_WHEN_RAISED""",-
SDL_HINT_WINDOW_ACTIVATE_WHEN_SHOWN,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_WINDOW_ACTIVATE_WHEN_SHOWN""",-
SDL_HINT_WINDOW_ALLOW_TOPMOST,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_WINDOW_ALLOW_TOPMOST""",-
SDL_HINT_WINDOW_FRAME_USABLE_WHILE_CURSOR_HIDDEN,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_WINDOW_FRAME_USABLE_WHILE_CURSOR_HIDDEN""",-
SDL_HINT_X11_FORCE_OVERRIDE_REDIRECT,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_X11_FORCE_OVERRIDE_REDIRECT""",-
SDL_HINT_X11_WINDOW_TYPE,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_X11_WINDOW_TYPE""",-
SDL_HINT_X11_XCB_LIBRARY,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_X11_XCB_LIBRARY""",-
SDL_HINT_XINPUT_ENABLED,yes,no,SDL_hints.h,yes,yes,bound,-,,,,"""SDL_XINPUT_ENABLED""",-
SDL_HapticClose,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HapticClose_renamed_SDL_CloseHaptic,,SDL_HapticClose_renamed_SDL_CloseHaptic,sdl2-compat-sentinel
SDL_HapticDestroyEffect,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HapticDestroyEffect_renamed_SDL_DestroyHapticEffect,,SDL_HapticDestroyEffect_renamed_SDL_DestroyHapticEffect,sdl2-compat-sentinel
SDL_HapticGetEffectStatus,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HapticGetEffectStatus_renamed_SDL_GetHapticEffectStatus,,SDL_HapticGetEffectStatus_renamed_SDL_GetHapticEffectStatus,sdl2-compat-sentinel
SDL_HapticNewEffect,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HapticNewEffect_renamed_SDL_CreateHapticEffect,,SDL_HapticNewEffect_renamed_SDL_CreateHapticEffect,sdl2-compat-sentinel
SDL_HapticNumAxes,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HapticNumAxes_renamed_SDL_GetNumHapticAxes,,SDL_HapticNumAxes_renamed_SDL_GetNumHapticAxes,sdl2-compat-sentinel
SDL_HapticNumEffects,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HapticNumEffects_renamed_SDL_GetMaxHapticEffects,,SDL_HapticNumEffects_renamed_SDL_GetMaxHapticEffects,sdl2-compat-sentinel
SDL_HapticNumEffectsPlaying,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HapticNumEffectsPlaying_renamed_SDL_GetMaxHapticEffectsPlaying,,SDL_HapticNumEffectsPlaying_renamed_SDL_GetMaxHapticEffectsPlaying,sdl2-compat-sentinel
SDL_HapticOpen,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HapticOpen_renamed_SDL_OpenHaptic,,SDL_HapticOpen_renamed_SDL_OpenHaptic,sdl2-compat-sentinel
SDL_HapticOpenFromJoystick,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HapticOpenFromJoystick_renamed_SDL_OpenHapticFromJoystick,,SDL_HapticOpenFromJoystick_renamed_SDL_OpenHapticFromJoystick,sdl2-compat-sentinel
SDL_HapticOpenFromMouse,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HapticOpenFromMouse_renamed_SDL_OpenHapticFromMouse,,SDL_HapticOpenFromMouse_renamed_SDL_OpenHapticFromMouse,sdl2-compat-sentinel
SDL_HapticPause,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HapticPause_renamed_SDL_PauseHaptic,,SDL_HapticPause_renamed_SDL_PauseHaptic,sdl2-compat-sentinel
SDL_HapticQuery,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HapticQuery_renamed_SDL_GetHapticFeatures,,SDL_HapticQuery_renamed_SDL_GetHapticFeatures,sdl2-compat-sentinel
SDL_HapticRumbleInit,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HapticRumbleInit_renamed_SDL_InitHapticRumble,,SDL_HapticRumbleInit_renamed_SDL_InitHapticRumble,sdl2-compat-sentinel
SDL_HapticRumblePlay,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HapticRumblePlay_renamed_SDL_PlayHapticRumble,,SDL_HapticRumblePlay_renamed_SDL_PlayHapticRumble,sdl2-compat-sentinel
SDL_HapticRumbleStop,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HapticRumbleStop_renamed_SDL_StopHapticRumble,,SDL_HapticRumbleStop_renamed_SDL_StopHapticRumble,sdl2-compat-sentinel
SDL_HapticRunEffect,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HapticRunEffect_renamed_SDL_RunHapticEffect,,SDL_HapticRunEffect_renamed_SDL_RunHapticEffect,sdl2-compat-sentinel
SDL_HapticSetAutocenter,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HapticSetAutocenter_renamed_SDL_SetHapticAutocenter,,SDL_HapticSetAutocenter_renamed_SDL_SetHapticAutocenter,sdl2-compat-sentinel
SDL_HapticSetGain,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HapticSetGain_renamed_SDL_SetHapticGain,,SDL_HapticSetGain_renamed_SDL_SetHapticGain,sdl2-compat-sentinel
SDL_HapticStopAll,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HapticStopAll_renamed_SDL_StopHapticEffects,,SDL_HapticStopAll_renamed_SDL_StopHapticEffects,sdl2-compat-sentinel
SDL_HapticStopEffect,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HapticStopEffect_renamed_SDL_StopHapticEffect,,SDL_HapticStopEffect_renamed_SDL_StopHapticEffect,sdl2-compat-sentinel
SDL_HapticUnpause,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HapticUnpause_renamed_SDL_ResumeHaptic,,SDL_HapticUnpause_renamed_SDL_ResumeHaptic,sdl2-compat-sentinel
SDL_HapticUpdateEffect,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HapticUpdateEffect_renamed_SDL_UpdateHapticEffect,,SDL_HapticUpdateEffect_renamed_SDL_UpdateHapticEffect,sdl2-compat-sentinel
SDL_HasColorKey,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HasColorKey_renamed_SDL_SurfaceHasColorKey,,SDL_HasColorKey_renamed_SDL_SurfaceHasColorKey,sdl2-compat-sentinel
SDL_HasIntersection,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HasIntersection_renamed_SDL_HasRectIntersection,,SDL_HasIntersection_renamed_SDL_HasRectIntersection,sdl2-compat-sentinel
SDL_HasIntersectionF,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HasIntersectionF_renamed_SDL_HasRectIntersectionFloat,,SDL_HasIntersectionF_renamed_SDL_HasRectIntersectionFloat,sdl2-compat-sentinel
SDL_HasSurfaceRLE,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HasSurfaceRLE_renamed_SDL_SurfaceHasRLE,,SDL_HasSurfaceRLE_renamed_SDL_SurfaceHasRLE,sdl2-compat-sentinel
SDL_HasWindowSurface,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_HasWindowSurface_renamed_SDL_WindowHasSurface,,SDL_HasWindowSurface_renamed_SDL_WindowHasSurface,sdl2-compat-sentinel
SDL_ICONV_E2BIG,yes,no,SDL_stdinc.h,no,no,typecheck,typecheck-other,,,,(size_t)-2,typecheck-other
SDL_ICONV_EILSEQ,yes,no,SDL_stdinc.h,no,no,typecheck,typecheck-other,,,,(size_t)-3,typecheck-other
SDL_ICONV_EINVAL,yes,no,SDL_stdinc.h,no,no,typecheck,typecheck-other,,,,(size_t)-4,typecheck-other
SDL_ICONV_ERROR,yes,no,SDL_stdinc.h,no,no,typecheck,typecheck-other,,,,(size_t)-1,typecheck-other
SDL_INCLUDE_STDBOOL_H,yes,no,SDL_stdinc.h,no,no,parse,empty-body,,,,,empty-body
SDL_INIT_AUDIO,yes,no,SDL_init.h,yes,yes,bound,-,,,,0x00000010u,-
SDL_INIT_CAMERA,yes,no,SDL_init.h,yes,yes,bound,-,,,,0x00010000u,-
SDL_INIT_EVENTS,yes,no,SDL_init.h,yes,yes,bound,-,,,,0x00004000u,-
SDL_INIT_EVERYTHING,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_INIT_EVERYTHING_deprecated_list_flags_explicitly,,SDL_INIT_EVERYTHING_deprecated_list_flags_explicitly,sdl2-compat-sentinel
SDL_INIT_GAMECONTROLLER,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_INIT_GAMECONTROLLER_renamed_SDL_INIT_GAMEPAD,,SDL_INIT_GAMECONTROLLER_renamed_SDL_INIT_GAMEPAD,sdl2-compat-sentinel
SDL_INIT_GAMEPAD,yes,no,SDL_init.h,yes,yes,bound,-,,,,0x00002000u,-
SDL_INIT_HAPTIC,yes,no,SDL_init.h,yes,yes,bound,-,,,,0x00001000u,-
SDL_INIT_JOYSTICK,yes,no,SDL_init.h,yes,yes,bound,-,,,,0x00000200u,-
SDL_INIT_SENSOR,yes,no,SDL_init.h,yes,yes,bound,-,,,,0x00008000u,-
SDL_INIT_VIDEO,yes,no,SDL_init.h,yes,yes,bound,-,,,,0x00000020u,-
SDL_INLINE,yes,no,SDL_begin_code.h,no,no,parse,unclassified,,,__inline__,__inline__,unclassified
SDL_INVALID_UNICODE_CODEPOINT,yes,no,SDL_stdinc.h,yes,yes,bound,-,,,,0xFFFD,-
SDL_IntersectFRect,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_IntersectFRect_renamed_SDL_GetRectIntersectionFloat,,SDL_IntersectFRect_renamed_SDL_GetRectIntersectionFloat,sdl2-compat-sentinel
SDL_IntersectFRectAndLine,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_IntersectFRectAndLine_renamed_SDL_GetRectAndLineIntersectionFloat,,SDL_IntersectFRectAndLine_renamed_SDL_GetRectAndLineIntersectionFloat,sdl2-compat-sentinel
SDL_IntersectRect,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_IntersectRect_renamed_SDL_GetRectIntersection,,SDL_IntersectRect_renamed_SDL_GetRectIntersection,sdl2-compat-sentinel
SDL_IntersectRectAndLine,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_IntersectRectAndLine_renamed_SDL_GetRectAndLineIntersection,,SDL_IntersectRectAndLine_renamed_SDL_GetRectAndLineIntersection,sdl2-compat-sentinel
SDL_IsGameController,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_IsGameController_renamed_SDL_IsGamepad,,SDL_IsGameController_renamed_SDL_IsGamepad,sdl2-compat-sentinel
SDL_IsScreenKeyboardShown,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_IsScreenKeyboardShown_renamed_SDL_ScreenKeyboardShown,,SDL_IsScreenKeyboardShown_renamed_SDL_ScreenKeyboardShown,sdl2-compat-sentinel
SDL_IsScreenSaverEnabled,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_IsScreenSaverEnabled_renamed_SDL_ScreenSaverEnabled,,SDL_IsScreenSaverEnabled_renamed_SDL_ScreenSaverEnabled,sdl2-compat-sentinel
SDL_IsTextInputActive,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_IsTextInputActive_renamed_SDL_TextInputActive,,SDL_IsTextInputActive_renamed_SDL_TextInputActive,sdl2-compat-sentinel
SDL_JOYAXISMOTION,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_JOYAXISMOTION_renamed_SDL_EVENT_JOYSTICK_AXIS_MOTION,,SDL_JOYAXISMOTION_renamed_SDL_EVENT_JOYSTICK_AXIS_MOTION,sdl2-compat-sentinel
SDL_JOYBALLMOTION,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_JOYBALLMOTION_renamed_SDL_EVENT_JOYSTICK_BALL_MOTION,,SDL_JOYBALLMOTION_renamed_SDL_EVENT_JOYSTICK_BALL_MOTION,sdl2-compat-sentinel
SDL_JOYBATTERYUPDATED,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_JOYBATTERYUPDATED_renamed_SDL_EVENT_JOYSTICK_BATTERY_UPDATED,,SDL_JOYBATTERYUPDATED_renamed_SDL_EVENT_JOYSTICK_BATTERY_UPDATED,sdl2-compat-sentinel
SDL_JOYBUTTONDOWN,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_JOYBUTTONDOWN_renamed_SDL_EVENT_JOYSTICK_BUTTON_DOWN,,SDL_JOYBUTTONDOWN_renamed_SDL_EVENT_JOYSTICK_BUTTON_DOWN,sdl2-compat-sentinel
SDL_JOYBUTTONUP,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_JOYBUTTONUP_renamed_SDL_EVENT_JOYSTICK_BUTTON_UP,,SDL_JOYBUTTONUP_renamed_SDL_EVENT_JOYSTICK_BUTTON_UP,sdl2-compat-sentinel
SDL_JOYDEVICEADDED,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_JOYDEVICEADDED_renamed_SDL_EVENT_JOYSTICK_ADDED,,SDL_JOYDEVICEADDED_renamed_SDL_EVENT_JOYSTICK_ADDED,sdl2-compat-sentinel
SDL_JOYDEVICEREMOVED,yes,no,SDL_oldnames.h,no,no,resolve,sdl2-compat-sentinel,,SDL_JOYDEVICEREMOVED_renamed_SDL_EVENT_JOYSTICK_REMOVED,,SDL_JOYDEVICEREMOVED_renamed_SDL_EVENT_JOYSTICK_REMOVED,sdl2-compat-sentinel
