name,in_sdl,funclike,header,usable,selected,stage,cause,also_contains,depends_on,unexpected,body,root_cause
SDL_ACQUIRE,yes,yes,SDL_mutex.h,no,no,resolve,attribute-argument-name,,acquire_capability,,SDL_THREAD_ANNOTATION_ATTRIBUTE__(acquire_capability(x)),attribute-argument-name
SDL_ACQUIRED_AFTER,yes,yes,SDL_mutex.h,no,no,resolve,attribute-argument-name,,acquired_after,,SDL_THREAD_ANNOTATION_ATTRIBUTE__(acquired_after(x)),attribute-argument-name
SDL_ACQUIRED_BEFORE,yes,yes,SDL_mutex.h,no,no,resolve,attribute-argument-name,,acquired_before,,SDL_THREAD_ANNOTATION_ATTRIBUTE__(acquired_before(x)),attribute-argument-name
SDL_ACQUIRE_SHARED,yes,yes,SDL_mutex.h,no,no,resolve,attribute-argument-name,,acquire_shared_capability,,SDL_THREAD_ANNOTATION_ATTRIBUTE__(acquire_shared_capability(x)),attribute-argument-name
SDL_ALIGNED,yes,yes,SDL_begin_code.h,no,no,parse,attribute,,,__attribute__,__attribute__((aligned(x))),attribute
SDL_ALLOC_SIZE,yes,yes,SDL_begin_code.h,no,no,parse,attribute,,,__attribute__,__attribute__((alloc_size(p))),attribute
SDL_ALLOC_SIZE2,yes,yes,SDL_begin_code.h,no,no,parse,attribute,,,__attribute__,"__attribute__((alloc_size(p1, p2)))",attribute
SDL_ASSERT_CAPABILITY,yes,yes,SDL_mutex.h,no,no,resolve,attribute-argument-name,,assert_capability,,SDL_THREAD_ANNOTATION_ATTRIBUTE__(assert_capability(x)),attribute-argument-name
SDL_ASSERT_SHARED_CAPABILITY,yes,yes,SDL_mutex.h,no,no,resolve,attribute-argument-name,,assert_shared_capability,,SDL_THREAD_ANNOTATION_ATTRIBUTE__(assert_shared_capability(x)),attribute-argument-name
SDL_AUDIO_BITSIZE,yes,yes,SDL_audio.h,yes,yes,bound,-,,,,((x) & SDL_AUDIO_MASK_BITSIZE),-
SDL_AUDIO_BYTESIZE,yes,yes,SDL_audio.h,yes,yes,bound,-,,,,(SDL_AUDIO_BITSIZE(x) / 8),-
SDL_AUDIO_FRAMESIZE,yes,yes,SDL_audio.h,no,no,parse,member-access-dot,,,(,(SDL_AUDIO_BYTESIZE((x).format) * (x).channels),member-access-dot
SDL_AUDIO_ISBIGENDIAN,yes,yes,SDL_audio.h,yes,yes,bound,-,,,,((x) & SDL_AUDIO_MASK_BIG_ENDIAN),-
SDL_AUDIO_ISFLOAT,yes,yes,SDL_audio.h,yes,yes,bound,-,,,,((x) & SDL_AUDIO_MASK_FLOAT),-
SDL_AUDIO_ISINT,yes,yes,SDL_audio.h,yes,yes,bound,-,,,,(!SDL_AUDIO_ISFLOAT(x)),-
SDL_AUDIO_ISLITTLEENDIAN,yes,yes,SDL_audio.h,yes,yes,bound,-,,,,(!SDL_AUDIO_ISBIGENDIAN(x)),-
SDL_AUDIO_ISSIGNED,yes,yes,SDL_audio.h,yes,yes,bound,-,,,,((x) & SDL_AUDIO_MASK_SIGNED),-
SDL_AUDIO_ISUNSIGNED,yes,yes,SDL_audio.h,yes,yes,bound,-,,,,(!SDL_AUDIO_ISSIGNED(x)),-
SDL_AssertBreakpoint,yes,yes,SDL_assert.h,no,no,typecheck,cascade,,SDL_TriggerBreakpoint,,SDL_TriggerBreakpoint(),clang-builtin
SDL_AtomicDecRef,yes,yes,SDL_atomic.h,no,no,typecheck,typecheck-other,,,,"(SDL_AddAtomicInt(a, -1) == 1)",typecheck-other
SDL_AtomicIncRef,yes,yes,SDL_atomic.h,no,no,typecheck,calls-c-function,,SDL_AddAtomicInt,,"SDL_AddAtomicInt(a, 1)",calls-c-function
SDL_BITSPERPIXEL,yes,yes,SDL_pixels.h,no,no,parse,conditional-?:,,,(,(SDL_ISPIXELFORMAT_FOURCC(format) ? 0 : (((format) >> 8) & 0xFF)),conditional-?:
SDL_BUTTON_MASK,yes,yes,SDL_mouse.h,yes,yes,bound,-,,,,(1u << ((X)-1)),-
SDL_BYTESPERPIXEL,yes,yes,SDL_pixels.h,no,no,parse,conditional-?:,,,(,(SDL_ISPIXELFORMAT_FOURCC(format) ? ((((format) == SDL_PIXELFORMAT_YUY2) || ((format) == SDL_PIXELFORMAT_UYVY) || ((format) == SDL_PIXELFORMAT_YVYU) || ((format) == SDL_PIXELFORMAT_P010) || ((format) == SDL_PIXELFORMAT_P416)) ? 2 : 1) : (((format) >> 0) & 0xFF)),conditional-?:
SDL_CAPABILITY,yes,yes,SDL_mutex.h,no,no,resolve,attribute-argument-name,,capability,,SDL_THREAD_ANNOTATION_ATTRIBUTE__(capability(x)),attribute-argument-name
SDL_COLORSPACECHROMA,yes,yes,SDL_pixels.h,no,no,parse,cast,,,(,(SDL_ChromaLocation)(((cspace) >> 20) & 0x0F),cast
SDL_COLORSPACEMATRIX,yes,yes,SDL_pixels.h,no,no,parse,cast,,,(,(SDL_MatrixCoefficients)((cspace) & 0x1F),cast
SDL_COLORSPACEPRIMARIES,yes,yes,SDL_pixels.h,no,no,parse,cast,,,(,(SDL_ColorPrimaries)(((cspace) >> 10) & 0x1F),cast
SDL_COLORSPACERANGE,yes,yes,SDL_pixels.h,no,no,parse,cast,,,(,(SDL_ColorRange)(((cspace) >> 24) & 0x0F),cast
SDL_COLORSPACETRANSFER,yes,yes,SDL_pixels.h,no,no,parse,cast,,,(,(SDL_TransferCharacteristics)(((cspace) >> 5) & 0x1F),cast
SDL_COLORSPACETYPE,yes,yes,SDL_pixels.h,no,no,parse,cast,,,(,(SDL_ColorType)(((cspace) >> 28) & 0x0F),cast
SDL_COMPILE_TIME_ASSERT,yes,yes,SDL_stdinc.h,no,no,parse,_Static_assert,stringification,,_Static_assert,"_Static_assert(x, #x)",_Static_assert
SDL_CPUPauseInstruction,yes,yes,SDL_atomic.h,no,no,parse,inline-asm,,,),"__asm__ __volatile__(""pause\n"")",inline-asm
SDL_CompilerBarrier,yes,yes,SDL_atomic.h,no,no,resolve,clang-builtin,,__atomic_signal_fence,,__atomic_signal_fence(__ATOMIC_SEQ_CST),clang-builtin
SDL_CreateThread,yes,yes,SDL_thread.h,no,no,parse,cast,,,SDL_CreateThreadRuntime,"SDL_CreateThreadRuntime((fn), (name), (data), (SDL_FunctionPointer) (SDL_BeginThreadFunction), (SDL_FunctionPointer) (SDL_EndThreadFunction))",cast
SDL_CreateThreadWithProperties,yes,yes,SDL_thread.h,no,no,parse,cast,,,SDL_CreateThreadWithPropertiesRuntime,"SDL_CreateThreadWithPropertiesRuntime((props), (SDL_FunctionPointer) (SDL_BeginThreadFunction), (SDL_FunctionPointer) (SDL_EndThreadFunction))",cast
SDL_DEFINE_AUDIO_FORMAT,yes,yes,SDL_audio.h,no,no,parse,keyword-as-parameter-name,,,signed,(((Uint16)(signed) << 15) | ((Uint16)(bigendian) << 12) | ((Uint16)(flt) << 8) | ((size) & SDL_AUDIO_MASK_BITSIZE)),keyword-as-parameter-name
SDL_DEFINE_COLORSPACE,yes,yes,SDL_pixels.h,no,no,parse,cast,,,(,(((Uint32)(type) << 28) | ((Uint32)(range) << 24) | ((Uint32)(chroma) << 20) | ((Uint32)(primaries) << 10) | ((Uint32)(transfer) << 5) | ((Uint32)(matrix) << 0)),cast
SDL_DEFINE_PIXELFORMAT,yes,yes,SDL_pixels.h,yes,yes,bound,-,,,,((1 << 28) | ((type) << 24) | ((order) << 20) | ((layout) << 16) | ((bits) << 8) | ((bytes) << 0)),-
SDL_DEFINE_PIXELFOURCC,yes,yes,SDL_pixels.h,no,no,typecheck,cascade,,SDL_FOURCC,,"SDL_FOURCC(A, B, C, D)",cast-to-parameter-type
SDL_DLNOTE_JOIN,yes,yes,SDL_dlopennote.h,no,no,typecheck,cascade,,SDL_DLNOTE_JOIN2,,"SDL_DLNOTE_JOIN2(A,B)",token-paste
SDL_DLNOTE_JOIN2,yes,yes,SDL_dlopennote.h,no,no,parse,token-paste,,,##,A##B,token-paste
SDL_DLNOTE_JSON_ARRAY,yes,yes,SDL_dlopennote.h,no,no,parse,variadic-parameter-list,,,...,"SDL_DLNOTE_JSON_ARRAY_GET( __VA_ARGS__, SDL_DLNOTE_JSON_ARRAY8, SDL_DLNOTE_JSON_ARRAY7, SDL_DLNOTE_JSON_ARRAY6, SDL_DLNOTE_JSON_ARRAY5, SDL_DLNOTE_JSON_ARRAY4, SDL_DLNOTE_JSON_ARRAY3, SDL_DLNOTE_JSON_ARRAY2, SDL_DLNOTE_JSON_ARRAY1 )(__VA_ARGS__)",variadic-parameter-list
SDL_DLNOTE_JSON_ARRAY1,yes,yes,SDL_dlopennote.h,no,no,parse,string-concatenation,,,N1,"""[\"""" N1 ""\""]""",string-concatenation
SDL_DLNOTE_JSON_ARRAY2,yes,yes,SDL_dlopennote.h,no,no,parse,string-concatenation,,,N1,"""[\"""" N1 ""\"",\"""" N2 ""\""]""",string-concatenation
SDL_DLNOTE_JSON_ARRAY3,yes,yes,SDL_dlopennote.h,no,no,parse,string-concatenation,,,N1,"""[\"""" N1 ""\"",\"""" N2 ""\"",\"""" N3 ""\""]""",string-concatenation
SDL_DLNOTE_JSON_ARRAY4,yes,yes,SDL_dlopennote.h,no,no,parse,string-concatenation,,,N1,"""[\"""" N1 ""\"",\"""" N2 ""\"",\"""" N3 ""\"",\"""" N4 ""\""]""",string-concatenation
SDL_DLNOTE_JSON_ARRAY5,yes,yes,SDL_dlopennote.h,no,no,parse,string-concatenation,,,N1,"""[\"""" N1 ""\"",\"""" N2 ""\"",\"""" N3 ""\"",\"""" N4 ""\"",\"""" N5 ""\""]""",string-concatenation
SDL_DLNOTE_JSON_ARRAY6,yes,yes,SDL_dlopennote.h,no,no,parse,string-concatenation,,,N1,"""[\"""" N1 ""\"",\"""" N2 ""\"",\"""" N3 ""\"",\"""" N4 ""\"",\"""" N5 ""\"",\"""" N6 ""\""]""",string-concatenation
SDL_DLNOTE_JSON_ARRAY7,yes,yes,SDL_dlopennote.h,no,no,parse,string-concatenation,,,N1,"""[\"""" N1 ""\"",\"""" N2 ""\"",\"""" N3 ""\"",\"""" N4 ""\"",\"""" N5 ""\"",\"""" N6 ""\"",\"""" N7 ""\""]""",string-concatenation
SDL_DLNOTE_JSON_ARRAY8,yes,yes,SDL_dlopennote.h,no,no,parse,string-concatenation,,,N1,"""[\"""" N1 ""\"",\"""" N2 ""\"",\"""" N3 ""\"",\"""" N4 ""\"",\"""" N5 ""\"",\"""" N6 ""\"",\"""" N7 ""\"",\"""" N8 ""\""]""",string-concatenation
SDL_DLNOTE_JSON_ARRAY_GET,yes,yes,SDL_dlopennote.h,no,no,parse,variadic-parameter-list,,,",",NAME,variadic-parameter-list
SDL_ELF_NOTE_DLOPEN,yes,yes,SDL_dlopennote.h,no,no,parse,variadic-parameter-list,,,",","SDL_ELF_NOTE_INTERNAL( ""[{\""feature\"":\"""" feature ""\"",\""description\"":\"""" description ""\"",\""priority\"":\"""" priority ""\"",\""soname\"":"" SDL_DLNOTE_JSON_ARRAY(__VA_ARGS__) ""}]"", SDL_DLNOTE_UNIQUE_NAME);",variadic-parameter-list
SDL_ELF_NOTE_INTERNAL,yes,yes,SDL_dlopennote.h,no,no,typecheck,cascade,,SDL_ELF_NOTE_INTERNAL2,,"SDL_ELF_NOTE_INTERNAL2(json, variable_name)",attribute
SDL_ELF_NOTE_INTERNAL2,yes,yes,SDL_dlopennote.h,no,no,parse,attribute,array-subscript;assignment;sizeof,,__attribute__,"__attribute__((aligned(4), used, section("".note.dlopen""))) static const struct { struct { Uint32 n_namesz; Uint32 n_descsz; Uint32 n_type; } nhdr; char name[4]; __attribute__((aligned(4))) char dlopen_json[sizeof(json)]; } variable_name = { { sizeof(SDL_ELF_NOTE_DLOPEN_VENDOR), sizeof(json), SDL_ELF_NOTE_DLOPEN_TYPE }, SDL_ELF_NOTE_DLOPEN_VENDOR, json }",attribute
SDL_EXCLUDES,yes,yes,SDL_mutex.h,no,no,resolve,attribute-argument-name,,locks_excluded,,SDL_THREAD_ANNOTATION_ATTRIBUTE__(locks_excluded(x)),attribute-argument-name
SDL_FOURCC,yes,yes,SDL_stdinc.h,no,no,typecheck,cascade,,SDL_static_cast,,"((SDL_static_cast(Uint32, SDL_static_cast(Uint8, (A))) << 0) | (SDL_static_cast(Uint32, SDL_static_cast(Uint8, (B))) << 8) | (SDL_static_cast(Uint32, SDL_static_cast(Uint8, (C))) << 16) | (SDL_static_cast(Uint32, SDL_static_cast(Uint8, (D))) << 24))",cast-to-parameter-type
SDL_GUARDED_BY,yes,yes,SDL_mutex.h,no,no,resolve,attribute-argument-name,,guarded_by,,SDL_THREAD_ANNOTATION_ATTRIBUTE__(guarded_by(x)),attribute-argument-name
SDL_HAS_BUILTIN,yes,yes,SDL_begin_code.h,no,no,resolve,clang-builtin,,__has_builtin,,__has_builtin(x),clang-builtin
SDL_HAS_EXTENSION,yes,yes,SDL_begin_code.h,no,no,resolve,clang-builtin,,__has_extension,,__has_extension(x),clang-builtin
SDL_INIT_INTERFACE,yes,yes,SDL_stdinc.h,no,no,parse,do-while,assignment;dereference;member-access-arrow;sizeof,,do,do { SDL_zerop(iface); (iface)->version = sizeof(*(iface)); } while (0),do-while
SDL_INOUT_Z_CAP,yes,yes,SDL_stdinc.h,no,no,resolve,empty-body,,x,,,empty-body
SDL_IN_BYTECAP,yes,yes,SDL_stdinc.h,no,no,resolve,empty-body,,x,,,empty-body
SDL_ISCOLORSPACE_FULL_RANGE,yes,yes,SDL_pixels.h,no,no,resolve,enum-constant,,SDL_COLOR_RANGE_FULL,,(SDL_COLORSPACERANGE(cspace) == SDL_COLOR_RANGE_FULL),enum-constant
SDL_ISCOLORSPACE_LIMITED_RANGE,yes,yes,SDL_pixels.h,no,no,resolve,enum-constant,,SDL_COLOR_RANGE_FULL,,(SDL_COLORSPACERANGE(cspace) != SDL_COLOR_RANGE_FULL),enum-constant
SDL_ISCOLORSPACE_MATRIX_BT2020_NCL,yes,yes,SDL_pixels.h,no,no,resolve,enum-constant,,SDL_MATRIX_COEFFICIENTS_BT2020_NCL,,(SDL_COLORSPACEMATRIX(cspace) == SDL_MATRIX_COEFFICIENTS_BT2020_NCL),enum-constant
SDL_ISCOLORSPACE_MATRIX_BT601,yes,yes,SDL_pixels.h,no,no,resolve,enum-constant,,SDL_MATRIX_COEFFICIENTS_BT601,,(SDL_COLORSPACEMATRIX(cspace) == SDL_MATRIX_COEFFICIENTS_BT601 || SDL_COLORSPACEMATRIX(cspace) == SDL_MATRIX_COEFFICIENTS_BT470BG),enum-constant
SDL_ISCOLORSPACE_MATRIX_BT709,yes,yes,SDL_pixels.h,no,no,resolve,enum-constant,,SDL_MATRIX_COEFFICIENTS_BT709,,(SDL_COLORSPACEMATRIX(cspace) == SDL_MATRIX_COEFFICIENTS_BT709),enum-constant
SDL_ISPIXELFORMAT_10BIT,yes,yes,SDL_pixels.h,no,no,resolve,enum-constant,,SDL_PIXELTYPE_PACKED32,,(!SDL_ISPIXELFORMAT_FOURCC(format) && ((SDL_PIXELTYPE(format) == SDL_PIXELTYPE_PACKED32) && (SDL_PIXELLAYOUT(format) == SDL_PACKEDLAYOUT_2101010))),enum-constant
SDL_ISPIXELFORMAT_ALPHA,yes,yes,SDL_pixels.h,no,no,resolve,enum-constant,,SDL_PACKEDORDER_ARGB,,((SDL_ISPIXELFORMAT_PACKED(format) && ((SDL_PIXELORDER(format) == SDL_PACKEDORDER_ARGB) || (SDL_PIXELORDER(format) == SDL_PACKEDORDER_RGBA) || (SDL_PIXELORDER(format) == SDL_PACKEDORDER_ABGR) || (SDL_PIXELORDER(format) == SDL_PACKEDORDER_BGRA))) || (SDL_ISPIXELFORMAT_ARRAY(format) && ((SDL_PIXELORDER(format) == SDL_ARRAYORDER_ARGB) || (SDL_PIXELORDER(format) == SDL_ARRAYORDER_RGBA) || (SDL_PIXELORDER(format) == SDL_ARRAYORDER_ABGR) || (SDL_PIXELORDER(format) == SDL_ARRAYORDER_BGRA)))),enum-constant
SDL_ISPIXELFORMAT_ARRAY,yes,yes,SDL_pixels.h,no,no,resolve,enum-constant,,SDL_PIXELTYPE_ARRAYU8,,(!SDL_ISPIXELFORMAT_FOURCC(format) && ((SDL_PIXELTYPE(format) == SDL_PIXELTYPE_ARRAYU8) || (SDL_PIXELTYPE(format) == SDL_PIXELTYPE_ARRAYU16) || (SDL_PIXELTYPE(format) == SDL_PIXELTYPE_ARRAYU32) || (SDL_PIXELTYPE(format) == SDL_PIXELTYPE_ARRAYF16) || (SDL_PIXELTYPE(format) == SDL_PIXELTYPE_ARRAYF32))),enum-constant
SDL_ISPIXELFORMAT_FLOAT,yes,yes,SDL_pixels.h,no,no,resolve,enum-constant,,SDL_PIXELTYPE_ARRAYF16,,(!SDL_ISPIXELFORMAT_FOURCC(format) && ((SDL_PIXELTYPE(format) == SDL_PIXELTYPE_ARRAYF16) || (SDL_PIXELTYPE(format) == SDL_PIXELTYPE_ARRAYF32))),enum-constant
SDL_ISPIXELFORMAT_FOURCC,yes,yes,SDL_pixels.h,no,no,parse,comment-token,,,/* The flag is set to 1 because 0x1? is not in the printable ASCII range */,((format) && (SDL_PIXELFLAG(format) != 1)),comment-token
SDL_ISPIXELFORMAT_INDEXED,yes,yes,SDL_pixels.h,no,no,resolve,enum-constant,,SDL_PIXELTYPE_INDEX1,,(!SDL_ISPIXELFORMAT_FOURCC(format) && ((SDL_PIXELTYPE(format) == SDL_PIXELTYPE_INDEX1) || (SDL_PIXELTYPE(format) == SDL_PIXELTYPE_INDEX2) || (SDL_PIXELTYPE(format) == SDL_PIXELTYPE_INDEX4) || (SDL_PIXELTYPE(format) == SDL_PIXELTYPE_INDEX8))),enum-constant
SDL_ISPIXELFORMAT_PACKED,yes,yes,SDL_pixels.h,no,no,resolve,enum-constant,,SDL_PIXELTYPE_PACKED8,,(!SDL_ISPIXELFORMAT_FOURCC(format) && ((SDL_PIXELTYPE(format) == SDL_PIXELTYPE_PACKED8) || (SDL_PIXELTYPE(format) == SDL_PIXELTYPE_PACKED16) || (SDL_PIXELTYPE(format) == SDL_PIXELTYPE_PACKED32))),enum-constant
SDL_InvalidParamError,yes,yes,SDL_error.h,no,no,typecheck,calls-c-function,,SDL_SetError,,"SDL_SetError(""Parameter '%s' is invalid"", (param))",calls-c-function
SDL_MS_TO_NS,yes,yes,SDL_timer.h,no,no,parse,cast,,,(,(((Uint64)(MS)) * SDL_NS_PER_MS),cast
SDL_MUSTLOCK,yes,yes,SDL_surface.h,no,no,parse,member-access-arrow,,,(,(((S)->flags & SDL_SURFACE_LOCK_NEEDED) == SDL_SURFACE_LOCK_NEEDED),member-access-arrow
SDL_MemoryBarrierAcquire,yes,yes,SDL_atomic.h,no,no,resolve,clang-builtin,,__atomic_thread_fence,,__atomic_thread_fence(__ATOMIC_ACQUIRE),clang-builtin
SDL_MemoryBarrierRelease,yes,yes,SDL_atomic.h,no,no,resolve,clang-builtin,,__atomic_thread_fence,,__atomic_thread_fence(__ATOMIC_RELEASE),clang-builtin
SDL_NS_TO_MS,yes,yes,SDL_timer.h,yes,yes,bound,-,,,,((NS) / SDL_NS_PER_MS),-
SDL_NS_TO_SECONDS,yes,yes,SDL_timer.h,yes,yes,bound,-,,,,((NS) / SDL_NS_PER_SECOND),-
SDL_NS_TO_US,yes,yes,SDL_timer.h,yes,yes,bound,-,,,,((NS) / SDL_NS_PER_US),-
SDL_OUT_BYTECAP,yes,yes,SDL_stdinc.h,no,no,resolve,empty-body,,x,,,empty-body
SDL_OUT_CAP,yes,yes,SDL_stdinc.h,no,no,resolve,empty-body,,x,,,empty-body
SDL_OUT_Z_BYTECAP,yes,yes,SDL_stdinc.h,no,no,resolve,empty-body,,x,,,empty-body
SDL_OUT_Z_CAP,yes,yes,SDL_stdinc.h,no,no,resolve,empty-body,,x,,,empty-body
SDL_PIXELFLAG,yes,yes,SDL_pixels.h,yes,yes,bound,-,,,,(((format) >> 28) & 0x0F),-
SDL_PIXELLAYOUT,yes,yes,SDL_pixels.h,yes,yes,bound,-,,,,(((format) >> 16) & 0x0F),-
SDL_PIXELORDER,yes,yes,SDL_pixels.h,yes,yes,bound,-,,,,(((format) >> 20) & 0x0F),-
SDL_PIXELTYPE,yes,yes,SDL_pixels.h,yes,yes,bound,-,,,,(((format) >> 24) & 0x0F),-
SDL_PRINTF_VARARG_FUNC,yes,yes,SDL_stdinc.h,no,no,parse,attribute,,,__attribute__,"__attribute__ (( format( __printf__, fmtargnumber, fmtargnumber+1 )))",attribute
SDL_PRINTF_VARARG_FUNCV,yes,yes,SDL_stdinc.h,no,no,parse,attribute,,,__attribute__,"__attribute__(( format( __printf__, fmtargnumber, 0 )))",attribute
SDL_PT_GUARDED_BY,yes,yes,SDL_mutex.h,no,no,resolve,attribute-argument-name,,pt_guarded_by,,SDL_THREAD_ANNOTATION_ATTRIBUTE__(pt_guarded_by(x)),attribute-argument-name
SDL_RELEASE,yes,yes,SDL_mutex.h,no,no,resolve,attribute-argument-name,,release_capability,,SDL_THREAD_ANNOTATION_ATTRIBUTE__(release_capability(x)),attribute-argument-name
SDL_RELEASE_GENERIC,yes,yes,SDL_mutex.h,no,no,resolve,attribute-argument-name,,release_generic_capability,,SDL_THREAD_ANNOTATION_ATTRIBUTE__(release_generic_capability(x)),attribute-argument-name
SDL_RELEASE_SHARED,yes,yes,SDL_mutex.h,no,no,resolve,attribute-argument-name,,release_shared_capability,,SDL_THREAD_ANNOTATION_ATTRIBUTE__(release_shared_capability(x)),attribute-argument-name
SDL_REQUIRES,yes,yes,SDL_mutex.h,no,no,resolve,attribute-argument-name,,requires_capability,,SDL_THREAD_ANNOTATION_ATTRIBUTE__(requires_capability(x)),attribute-argument-name
SDL_REQUIRES_SHARED,yes,yes,SDL_mutex.h,no,no,resolve,attribute-argument-name,,requires_shared_capability,,SDL_THREAD_ANNOTATION_ATTRIBUTE__(requires_shared_capability(x)),attribute-argument-name
SDL_RETURN_CAPABILITY,yes,yes,SDL_mutex.h,no,no,resolve,attribute-argument-name,,lock_returned,,SDL_THREAD_ANNOTATION_ATTRIBUTE__(lock_returned(x)),attribute-argument-name
SDL_SCANCODE_TO_KEYCODE,yes,yes,SDL_keycode.h,yes,yes,bound,-,,,,(X | SDLK_SCANCODE_MASK),-
SDL_SCANF_VARARG_FUNC,yes,yes,SDL_stdinc.h,no,no,parse,attribute,,,__attribute__,"__attribute__ (( format( __scanf__, fmtargnumber, fmtargnumber+1 )))",attribute
SDL_SCANF_VARARG_FUNCV,yes,yes,SDL_stdinc.h,no,no,parse,attribute,,,__attribute__,"__attribute__(( format( __scanf__, fmtargnumber, 0 )))",attribute
SDL_SECONDS_TO_NS,yes,yes,SDL_timer.h,no,no,parse,cast,,,(,(((Uint64)(S)) * SDL_NS_PER_SECOND),cast
SDL_SINT64_C,yes,yes,SDL_stdinc.h,no,no,typecheck,cascade,,INT64_C,,INT64_C(c),token-paste
SDL_STRINGIFY_ARG,yes,yes,SDL_stdinc.h,no,no,parse,stringification,,,#,#arg,stringification
SDL_Swap16,yes,yes,SDL_endian.h,no,no,resolve,clang-builtin,,__builtin_bswap16,,__builtin_bswap16(x),clang-builtin
SDL_Swap16BE,yes,yes,SDL_endian.h,no,no,typecheck,cascade,,SDL_Swap16,,SDL_Swap16(x),clang-builtin
SDL_Swap16LE,yes,yes,SDL_endian.h,yes,yes,bound,-,,,,(x),-
SDL_Swap32,yes,yes,SDL_endian.h,no,no,resolve,clang-builtin,,__builtin_bswap32,,__builtin_bswap32(x),clang-builtin
SDL_Swap32BE,yes,yes,SDL_endian.h,no,no,typecheck,cascade,,SDL_Swap32,,SDL_Swap32(x),clang-builtin
SDL_Swap32LE,yes,yes,SDL_endian.h,yes,yes,bound,-,,,,(x),-
SDL_Swap64,yes,yes,SDL_endian.h,no,no,resolve,clang-builtin,,__builtin_bswap64,,__builtin_bswap64(x),clang-builtin
SDL_Swap64BE,yes,yes,SDL_endian.h,no,no,typecheck,cascade,,SDL_Swap64,,SDL_Swap64(x),clang-builtin
SDL_Swap64LE,yes,yes,SDL_endian.h,yes,yes,bound,-,,,,(x),-
SDL_SwapFloatBE,yes,yes,SDL_endian.h,no,no,typecheck,calls-c-function,,SDL_SwapFloat,,SDL_SwapFloat(x),calls-c-function
SDL_SwapFloatLE,yes,yes,SDL_endian.h,yes,yes,bound,-,,,,(x),-
SDL_THREAD_ANNOTATION_ATTRIBUTE__,yes,yes,SDL_mutex.h,no,no,resolve,empty-body,,x,,,empty-body
SDL_TRY_ACQUIRE,yes,yes,SDL_mutex.h,no,no,resolve,attribute-argument-name,,try_acquire_capability,,"SDL_THREAD_ANNOTATION_ATTRIBUTE__(try_acquire_capability(x, y))",attribute-argument-name
SDL_TRY_ACQUIRE_SHARED,yes,yes,SDL_mutex.h,no,no,resolve,attribute-argument-name,,try_acquire_shared_capability,,"SDL_THREAD_ANNOTATION_ATTRIBUTE__(try_acquire_shared_capability(x, y))",attribute-argument-name
SDL_TriggerBreakpoint,yes,yes,SDL_assert.h,no,no,resolve,clang-builtin,,__builtin_debugtrap,,__builtin_debugtrap(),clang-builtin
SDL_UINT64_C,yes,yes,SDL_stdinc.h,no,no,typecheck,cascade,,UINT64_C,,UINT64_C(c),token-paste
SDL_US_TO_NS,yes,yes,SDL_timer.h,no,no,parse,cast,,,(,(((Uint64)(US)) * SDL_NS_PER_US),cast
SDL_Unsupported,yes,yes,SDL_error.h,no,no,typecheck,calls-c-function,,SDL_SetError,,"SDL_SetError(""That operation is not supported"")",calls-c-function
SDL_VERSIONNUM,yes,yes,SDL_version.h,yes,yes,bound,-,,,,((major) * 1000000 + (minor) * 1000 + (patch)),-
SDL_VERSIONNUM_MAJOR,yes,yes,SDL_version.h,yes,yes,bound,-,,,,((version) / 1000000),-
SDL_VERSIONNUM_MICRO,yes,yes,SDL_version.h,yes,yes,bound,-,,,,((version) % 1000),-
SDL_VERSIONNUM_MINOR,yes,yes,SDL_version.h,yes,yes,bound,-,,,,(((version) / 1000) % 1000),-
SDL_VERSION_ATLEAST,yes,yes,SDL_version.h,yes,yes,bound,-,,,,"(SDL_VERSION >= SDL_VERSIONNUM(X, Y, Z))",-
SDL_WINDOWPOS_CENTERED_DISPLAY,yes,yes,SDL_video.h,yes,yes,bound,-,,,,(SDL_WINDOWPOS_CENTERED_MASK|(X)),-
SDL_WINDOWPOS_ISCENTERED,yes,yes,SDL_video.h,yes,yes,bound,-,,,,(((X)&0xFFFF0000) == SDL_WINDOWPOS_CENTERED_MASK),-
SDL_WINDOWPOS_ISUNDEFINED,yes,yes,SDL_video.h,yes,yes,bound,-,,,,(((X)&0xFFFF0000) == SDL_WINDOWPOS_UNDEFINED_MASK),-
SDL_WINDOWPOS_UNDEFINED_DISPLAY,yes,yes,SDL_video.h,yes,yes,bound,-,,,,(SDL_WINDOWPOS_UNDEFINED_MASK|(X)),-
SDL_WPRINTF_VARARG_FUNC,yes,yes,SDL_stdinc.h,no,no,resolve,empty-body,,fmtargnumber,,,empty-body
SDL_WPRINTF_VARARG_FUNCV,yes,yes,SDL_stdinc.h,no,no,resolve,empty-body,,fmtargnumber,,,empty-body
SDL_arraysize,yes,yes,SDL_stdinc.h,no,no,parse,sizeof,array-subscript,,(,(sizeof(array)/sizeof(array[0])),sizeof
SDL_assert,yes,yes,SDL_assert.h,no,no,typecheck,cascade,,SDL_enabled_assert,,SDL_disabled_assert(condition),do-while
SDL_assert_always,yes,yes,SDL_assert.h,no,no,typecheck,cascade,,SDL_enabled_assert,,SDL_enabled_assert(condition),do-while
SDL_assert_paranoid,yes,yes,SDL_assert.h,no,no,typecheck,cascade,,SDL_disabled_assert,,SDL_disabled_assert(condition),do-while
